Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,P,S,Al,V,Ta,Re,Ce,Ti,Co,B,Mg,Y,Gd,"Avg. Epit, mV (SCE)",Test Temp,pH,ClM,Test Method,Scan Rate mV/s,Heat treatment,Microstructures,Comments,Material class
0.00,13.31,81.45,5.24,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,262.10,45,7.00,0.5000,Potentiostatic Polarization,-1.00,-1,-1,NiCrMo Alloy,4
0.00,20.53,74.55,4.92,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,576.80,45,7.00,0.5000,Potentiostatic Polarization,-1.00,-1,-1,NiCrMo Alloy,4
0.00,16.75,73.56,9.69,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,576.80,45,7.00,0.5000,Potentiostatic Polarization,-1.00,-1,-1,NiCrMo Alloy,4
0.00,32.02,62.82,5.16,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,567.80,45,7.00,0.5000,Potentiostatic Polarization,-1.00,-1,-1,NiCrMo Alloy,4
0.00,13.98,74.36,11.66,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,531.80,45,7.00,0.5000,Potentiostatic Polarization,-1.00,-1,-1,NiCrMo Alloy,4
0.00,10.53,74.44,15.03,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,536.30,45,7.00,0.5000,Potentiostatic Polarization,-1.00,-1,-1,NiCrMo Alloy,4
0.00,13.06,72.04,14.90,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,590.40,45,7.00,0.5000,Potentiostatic Polarization,-1.00,-1,-1,NiCrMo Alloy,4
0.00,26.34,54.35,19.30,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,527.30,45,7.00,0.5000,Potentiostatic Polarization,0.10,550 °C for1 Hrs,-1,NiCrMo Alloy,4
0.00,13.31,81.45,5.24,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,299.70,60,7.00,0.5000,Potentiostatic Polarization,0.10,150 °C for 25 Hrs,7,NiCrMo Alloy,4
0.00,20.53,74.55,4.92,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,445.30,60,7.00,0.5000,Potentiostatic Polarization,0.10,550 °C for1 Hrs,7,NiCrMo Alloy,4
0.00,16.95,74.64,8.41,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,477.50,60,7.00,0.5000,Potentiostatic Polarization,0.10,Rapid Solidification by deposition of molten alloys on a cooled wheel,8,NiCrMo Alloy,4
0.00,28.67,65.94,5.38,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,554.70,60,7.00,0.5000,Potentiostatic Polarization,0.10,150 °C for 25 Hrs,-1,NiCrMo Alloy,4
0.00,16.75,73.56,9.69,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,496.80,60,7.00,0.5000,Potentiostatic Polarization,0.10,550 °C for1 Hrs,-1,NiCrMo Alloy,4
0.00,32.02,62.82,5.16,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,348.90,60,7.00,0.5000,Potentiostatic Polarization,0.20,-1,-1,NiCrMo Alloy,4
0.00,26.63,66.50,6.87,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,580.40,60,7.00,0.5000,Potentiostatic Polarization,0.20,-1,-1,NiCrMo Alloy,4
0.00,13.98,74.36,11.66,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,438.90,60,7.00,0.5000,Potentiostatic Polarization,0.20,-1,-1,NiCrMo Alloy,4
0.00,10.53,74.44,15.03,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,368.20,60,7.00,0.5000,Potentiostatic Polarization,0.20,-1,-1,NiCrMo Alloy,4
0.00,13.06,72.04,14.90,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,548.20,60,7.00,0.5000,Potentiostatic Polarization,0.20,-1,-1,NiCrMo Alloy,4
0.00,18.30,66.67,15.03,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,503.20,60,7.00,0.5000,Potentiostatic Polarization,0.20,-1,-1,NiCrMo Alloy,4
0.00,9.52,69.41,21.07,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,561.10,60,7.00,0.5000,Potentiostatic Polarization,0.20,-1,-1,NiCrMo Alloy,4
0.00,19.04,57.97,22.98,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,561.10,60,7.00,0.5000,Potentiostatic Polarization,0.20,-1,-1,NiCrMo Alloy,4
0.00,13.31,81.45,5.24,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,223.80,75,7.00,0.5000,Potentiostatic Polarization,0.20,-1,-1,NiCrMo Alloy,4
0.00,20.53,74.55,4.92,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,541.80,75,7.00,0.5000,Potentiostatic Polarization,-1.00,-1,-1,NiCrMo Alloy,4
0.00,16.95,74.64,8.41,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,228.30,75,7.00,0.5000,Potentiostatic Polarization,-1.00,-1,-1,NiCrMo Alloy,4
0.00,28.67,65.94,5.38,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,561.10,75,7.00,0.5000,Potentiostatic Polarization,-1.00,-1,-1,NiCrMo Alloy,4
0.00,16.75,73.56,9.69,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,368.20,75,7.00,0.5000,Potentiostatic Polarization,-1.00,-1,-1,NiCrMo Alloy,4
0.00,32.02,62.82,5.16,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,411.60,75,7.00,0.5000,Potentiostatic Polarization,-1.00,-1,-1,NiCrMo Alloy,4
0.00,13.98,74.36,11.66,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,435.70,75,7.00,0.5000,Potentiostatic Polarization,-1.00,-1,-1,NiCrMo Alloy,4
0.00,10.53,74.44,15.03,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,377.80,75,7.00,0.5000,Potentiostatic Polarization,-1.00,-1,-1,NiCrMo Alloy,4
0.00,13.06,72.04,14.90,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,479.10,75,7.00,0.5000,Potentiostatic Polarization,-1.00,-1,-1,NiCrMo Alloy,4
0.00,22.59,65.14,12.27,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,570.70,75,7.00,0.5000,Potentiostatic Polarization,-1.00,-1,-1,NiCrMo Alloy,4
0.00,26.52,61.68,11.80,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,493.60,75,7.00,0.5000,Potentiostatic Polarization,-1.00,-1,-1,NiCrMo Alloy,4
0.00,18.30,66.67,15.03,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,585.20,75,7.00,0.5000,Potentiostatic Polarization,-1.00,-1,-1,NiCrMo Alloy,4
0.00,9.52,69.41,21.07,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,426.00,75,7.00,0.5000,Potentiostatic Polarization,0.20,-1,-1,NiCrMo Alloy,4
0.00,19.04,57.97,22.98,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,398.70,75,7.00,0.5000,Potentiostatic Polarization,1.00,-1,-1,NiCrMo Alloy,4
